"Pais","Region","fecha","idEmail","TotalRecipients","bounce","SuccessfulRecipients","uniqueOpens","OpenRate","uniqueClicks","consideracion","satisfaccion","anio","mes","dia","nombreDia","mesNombre"
"Ecuador","Sudamérica",2015-12-19,"EAuL12263fEqQ76",52,13,39,20,0.51,22,4,10,2015,12,19,"Sábado","Diciembre"
"Uruguay","Sudamérica",2015-02-02,"EAuL11886wNrR23",80,27,53,34,0.64,20,1,2,2015,2,2,"Lunes","Febrero"
"Ecuador","Sudamérica",2016-01-18,"EAuL12007jPkK36",45,7,38,13,0.34,16,5,1,2016,1,18,"Lunes","Enero"
"Uruguay","Sudamérica",2016-02-20,"EAuL12003kYxX39",87,35,52,43,0.83,4,4,2,2016,2,20,"Sábado","Febrero"
"Ecuador","Sudamérica",2015-04-08,"EAuL12164pLmM810",68,27,41,32,0.78,27,3,8,2015,4,8,"Miércoles","Abril"
"Paraguay","Sudamérica",2015-02-02,"EAuL12074xRcC104",78,27,51,33,0.65,14,1,3,2015,2,2,"Lunes","Febrero"
"Ecuador","Sudamérica",2016-12-09,"EAuL11944vZwW18",95,39,56,45,0.8,22,1,3,2016,12,9,"Viernes","Diciembre"
"Paraguay","Sudamérica",2015-06-04,"EAuL12012dPjJ11",16,4,12,5,0.42,24,5,4,2015,6,4,"Jueves","Junio"
"Bolivia","Sudamérica",2016-06-22,"EAuL11986fZgG47",87,35,52,42,0.81,9,4,2,2016,6,22,"Miércoles","Junio"
"Ecuador","Sudamérica",2016-07-05,"EAuL12029uTuU28",52,16,36,24,0.67,27,2,7,2016,7,5,"Martes","Julio"
"Paraguay","Sudamérica",2015-08-26,"EAuL11882eAjJ47",39,8,31,14,0.45,6,1,10,2015,8,26,"Miércoles","Agosto"
"Uruguay","Sudamérica",2016-05-30,"EAuL12022iEtT68",47,11,36,16,0.44,18,2,2,2016,5,30,"Lunes","Mayo"
"Uruguay","Sudamérica",2016-06-16,"EAuL11914hPaA1010",40,3,37,11,0.3,4,4,6,2016,6,16,"Jueves","Junio"
"Venezuela","Sudamérica",2016-06-28,"EAuL12044tOsS104",15,4,11,6,0.55,19,5,9,2016,6,28,"Martes","Junio"
"Bolivia","Sudamérica",2016-07-14,"EAuL12029vBmM86",85,33,52,39,0.75,18,2,3,2016,7,14,"Jueves","Julio"
"Paraguay","Sudamérica",2016-08-19,"EAuL12267cTrR67",58,17,41,24,0.59,26,1,4,2016,8,19,"Viernes","Agosto"
"Venezuela","Sudamérica",2016-08-28,"EAuL12071qMaA22",41,16,25,23,0.92,1,1,3,2016,8,28,"Domingo","Agosto"
"Paraguay","Sudamérica",2016-10-01,"EAuL12042dQqQ102",44,18,26,23,0.88,29,3,7,2016,10,1,"Sábado","Octubre"
"Venezuela","Sudamérica",2015-12-30,"EAuL12047kBmM13",38,12,26,20,0.77,3,1,8,2015,12,30,"Miércoles","Diciembre"
"Paraguay","Sudamérica",2016-02-27,"EAuL12138aEeE22",91,35,56,41,0.73,1,2,5,2016,2,27,"Sábado","Febrero"
"Bolivia","Sudamérica",2015-06-02,"EAuL12028cPaA95",92,37,55,44,0.8,10,1,5,2015,6,2,"Martes","Junio"
"Venezuela","Sudamérica",2016-06-12,"EAuL12059oOaA89",23,9,14,10,0.71,22,1,8,2016,6,12,"Domingo","Junio"
"Paraguay","Sudamérica",2016-10-07,"EAuL11903rFdD15",82,36,46,43,0.93,1,5,1,2016,10,7,"Viernes","Octubre"
"Bolivia","Sudamérica",2016-06-29,"EAuL12135oPiI21",43,8,35,9,0.26,18,2,10,2016,6,29,"Miércoles","Junio"
"Uruguay","Sudamérica",2016-04-04,"EAuL11917xMsS108",33,9,24,10,0.42,14,4,10,2016,4,4,"Lunes","Abril"
"Paraguay","Sudamérica",2015-03-03,"EAuL11978gAxX92",83,38,45,43,0.96,9,1,2,2015,3,3,"Martes","Marzo"
"Ecuador","Sudamérica",2015-05-19,"EAuL12132qGgG32",45,14,31,21,0.68,11,3,4,2015,5,19,"Martes","Mayo"
"Paraguay","Sudamérica",2016-06-08,"EAuL11874nYyY25",40,5,35,11,0.31,14,1,9,2016,6,8,"Miércoles","Junio"
"Paraguay","Sudamérica",2015-05-27,"EAuL11967lYiI89",42,12,30,17,0.57,22,3,4,2015,5,27,"Miércoles","Mayo"
"Ecuador","Sudamérica",2015-05-14,"EAuL11947oUeE13",94,29,65,35,0.54,18,1,8,2015,5,14,"Jueves","Mayo"
"Paraguay","Sudamérica",2016-02-10,"EAuL12114yHrR69",87,37,50,45,0.9,23,3,10,2016,2,10,"Miércoles","Febrero"
"Paraguay","Sudamérica",2016-02-12,"EAuL11898qQvV108",41,14,27,20,0.74,20,1,8,2016,2,12,"Viernes","Febrero"
"Paraguay","Sudamérica",2016-06-10,"EAuL11902iHmM103",39,8,31,10,0.32,13,1,2,2016,6,10,"Viernes","Junio"
"Paraguay","Sudamérica",2016-02-16,"EAuL12089oPnN78",56,20,36,25,0.69,26,5,4,2016,2,16,"Martes","Febrero"
"Venezuela","Sudamérica",2015-07-14,"EAuL12016nYlL79",24,3,21,11,0.52,6,3,8,2015,7,14,"Martes","Julio"
"Ecuador","Sudamérica",2015-07-19,"EAuL12047dAkK65",41,12,29,20,0.69,6,4,2,2015,7,19,"Domingo","Julio"
"Venezuela","Sudamérica",2016-02-29,"EAuL12016eUyY910",89,36,53,42,0.79,25,2,1,2016,2,29,"Lunes","Febrero"
"Venezuela","Sudamérica",2016-05-13,"EAuL11938qBzZ410",110,40,70,47,0.67,10,3,7,2016,5,13,"Viernes","Mayo"
"Ecuador","Sudamérica",2016-04-18,"EAuL12088fLlL67",69,22,47,30,0.64,19,1,2,2016,4,18,"Lunes","Abril"
"Uruguay","Sudamérica",2016-10-08,"EAuL11962oUoO34",39,6,33,7,0.21,4,1,3,2016,10,8,"Sábado","Octubre"
"Venezuela","Sudamérica",2015-07-31,"EAuL12199qEaA97",100,33,67,38,0.57,7,2,8,2015,7,31,"Viernes","Julio"
"Ecuador","Sudamérica",2015-03-04,"EAuL11964sHsS53",67,23,44,31,0.7,3,4,10,2015,3,4,"Miércoles","Marzo"
"Paraguay","Sudamérica",2015-08-27,"EAuL12145tPdD29",65,20,45,28,0.62,16,1,8,2015,8,27,"Jueves","Agosto"
"Uruguay","Sudamérica",2016-10-02,"EAuL11984fMxX72",61,18,43,25,0.58,5,5,2,2016,10,2,"Domingo","Octubre"
"Uruguay","Sudamérica",2015-09-01,"EAuL12182eIpP24",81,22,59,30,0.51,10,5,6,2015,9,1,"Martes","Septiembre"
"Venezuela","Sudamérica",2016-10-23,"EAuL12039dCuU15",102,34,68,40,0.59,12,3,1,2016,10,23,"Domingo","Octubre"
"Ecuador","Sudamérica",2016-05-28,"EAuL11957uBdD86",42,8,34,10,0.29,11,1,3,2016,5,28,"Sábado","Mayo"
"Bolivia","Sudamérica",2015-06-19,"EAuL12092aPmM42",41,5,36,6,0.17,23,2,5,2015,6,19,"Viernes","Junio"
"Bolivia","Sudamérica",2016-07-05,"EAuL11994rUsS83",44,18,26,23,0.88,16,4,6,2016,7,5,"Martes","Julio"
"Bolivia","Sudamérica",2015-05-17,"EAuL12151mClL61",63,17,46,23,0.5,11,2,7,2015,5,17,"Domingo","Mayo"
"Paraguay","Sudamérica",2016-10-14,"EAuL12032uYpP56",83,27,56,34,0.61,7,3,4,2016,10,14,"Viernes","Octubre"
"Bolivia","Sudamérica",2016-04-22,"EAuL12000xOhH82",34,4,30,5,0.17,28,4,3,2016,4,22,"Viernes","Abril"
"Uruguay","Sudamérica",2016-12-15,"EAuL12060aSyY33",108,36,72,44,0.61,2,5,3,2016,12,15,"Jueves","Diciembre"
"Venezuela","Sudamérica",2016-12-31,"EAuL11905uFsS59",61,13,48,20,0.42,11,1,5,2016,12,31,"Sábado","Diciembre"
"Uruguay","Sudamérica",2016-06-24,"EAuL11997kQsS108",37,7,30,8,0.27,4,5,4,2016,6,24,"Viernes","Junio"
"Paraguay","Sudamérica",2016-10-27,"EAuL11958tYgG51",49,6,43,14,0.33,1,3,10,2016,10,27,"Jueves","Octubre"
"Paraguay","Sudamérica",2015-04-03,"EAuL11990tLnN58",35,14,21,19,0.9,21,3,10,2015,4,3,"Viernes","Abril"
"Paraguay","Sudamérica",2015-08-30,"EAuL12168fSwW35",80,22,58,28,0.48,2,4,4,2015,8,30,"Domingo","Agosto"
"Ecuador","Sudamérica",2016-03-21,"EAuL12003jKuU23",48,16,32,24,0.75,24,1,8,2016,3,21,"Lunes","Marzo"
"Paraguay","Sudamérica",2016-10-04,"EAuL11720hMsS14",58,19,39,24,0.62,20,1,6,2016,10,4,"Martes","Octubre"
"Venezuela","Sudamérica",2016-06-11,"EAuL11885jUgG28",65,24,41,30,0.73,18,1,8,2016,6,11,"Sábado","Junio"
"Paraguay","Sudamérica",2016-04-20,"EAuL11961eRdD69",31,7,24,9,0.38,29,3,2,2016,4,20,"Miércoles","Abril"
"Ecuador","Sudamérica",2016-06-12,"EAuL11852aKcC98",83,33,50,39,0.78,2,3,8,2016,6,12,"Domingo","Junio"
"Bolivia","Sudamérica",2016-09-04,"EAuL12022xDhH106",67,29,38,35,0.92,19,4,3,2016,9,4,"Domingo","Septiembre"
"Uruguay","Sudamérica",2015-12-25,"EAuL12093kKiI84",40,9,31,10,0.32,16,3,10,2015,12,25,"Viernes","Diciembre"
"Uruguay","Sudamérica",2016-01-14,"EAuL12085oTnN24",26,6,20,7,0.35,3,1,9,2016,1,14,"Jueves","Enero"
"Uruguay","Sudamérica",2016-07-11,"EAuL12069eFyY15",60,18,42,26,0.62,3,1,6,2016,7,11,"Lunes","Julio"
"Paraguay","Sudamérica",2015-03-26,"EAuL11727vRuU88",91,31,60,37,0.62,20,1,4,2015,3,26,"Jueves","Marzo"
"Paraguay","Sudamérica",2016-11-22,"EAuL12065kDaA87",27,6,21,14,0.67,3,2,9,2016,11,22,"Martes","Noviembre"
"Paraguay","Sudamérica",2015-11-06,"EAuL12125xHcC41",94,29,65,36,0.55,5,3,4,2015,11,6,"Viernes","Noviembre"
"Paraguay","Sudamérica",2015-12-30,"EAuL11938tFpP78",105,44,61,50,0.82,23,4,8,2015,12,30,"Miércoles","Diciembre"
"Bolivia","Sudamérica",2015-03-20,"EAuL11905mAlL57",52,16,36,23,0.64,14,1,3,2015,3,20,"Viernes","Marzo"
"Uruguay","Sudamérica",2015-06-28,"EAuL12095sUdD110",94,40,54,46,0.85,26,2,3,2015,6,28,"Domingo","Junio"
"Bolivia","Sudamérica",2015-08-02,"EAuL12057nIbB76",88,29,59,37,0.63,8,5,5,2015,8,2,"Domingo","Agosto"
"Bolivia","Sudamérica",2016-11-15,"EAuL11796mEoO12",90,39,51,46,0.9,16,1,10,2016,11,15,"Martes","Noviembre"
"Uruguay","Sudamérica",2015-02-25,"EAuL11999aEgG52",36,5,31,12,0.39,16,1,10,2015,2,25,"Miércoles","Febrero"
"Venezuela","Sudamérica",2015-04-30,"EAuL11996tHtT26",118,42,76,49,0.64,13,5,3,2015,4,30,"Jueves","Abril"
"Paraguay","Sudamérica",2015-08-11,"EAuL12137gKcC33",57,17,40,24,0.6,18,2,6,2015,8,11,"Martes","Agosto"
"Venezuela","Sudamérica",2015-11-13,"EAuL11878qVaA67",42,14,28,21,0.75,12,5,7,2015,11,13,"Viernes","Noviembre"
"Ecuador","Sudamérica",2016-02-27,"EAuL11735eOpP49",56,20,36,27,0.75,2,2,6,2016,2,27,"Sábado","Febrero"
"Venezuela","Sudamérica",2015-05-19,"EAuL11879uMvV58",37,14,23,22,0.96,2,1,7,2015,5,19,"Martes","Mayo"
"Venezuela","Sudamérica",2015-06-25,"EAuL11744aQnN68",93,35,58,41,0.71,2,4,9,2015,6,25,"Jueves","Junio"
"Venezuela","Sudamérica",2015-03-18,"EAuL11976uAhH21",56,16,40,23,0.57,10,1,2,2015,3,18,"Miércoles","Marzo"
"Uruguay","Sudamérica",2015-09-11,"EAuL11970oGzZ55",71,30,41,38,0.93,14,4,1,2015,9,11,"Viernes","Septiembre"
"Bolivia","Sudamérica",2015-11-13,"EAuL12091rSlL31",92,31,61,37,0.61,8,5,5,2015,11,13,"Viernes","Noviembre"
"Paraguay","Sudamérica",2016-04-26,"EAuL11980bIjJ101",57,13,44,19,0.43,28,1,10,2016,4,26,"Martes","Abril"
"Paraguay","Sudamérica",2015-12-16,"EAuL11902iThH63",29,10,19,15,0.79,26,4,1,2015,12,16,"Miércoles","Diciembre"
"Paraguay","Sudamérica",2016-07-31,"EAuL11916fRkK57",65,27,38,33,0.87,5,4,6,2016,7,31,"Domingo","Julio"
"Paraguay","Sudamérica",2015-07-25,"EAuL11860qCvV94",86,37,49,44,0.9,1,5,10,2015,7,25,"Sábado","Julio"
"Bolivia","Sudamérica",2015-12-27,"EAuL12140mOnN104",37,5,32,7,0.22,23,1,10,2015,12,27,"Domingo","Diciembre"
"Bolivia","Sudamérica",2016-12-10,"EAuL12040bBvV65",55,13,42,20,0.48,12,4,8,2016,12,10,"Sábado","Diciembre"
"Ecuador","Sudamérica",2016-05-15,"EAuL11990hYgG48",19,5,14,13,0.93,1,1,4,2016,5,15,"Domingo","Mayo"
"Bolivia","Sudamérica",2015-11-14,"EAuL12011lOvV56",119,42,77,50,0.65,26,4,7,2015,11,14,"Sábado","Noviembre"
"Uruguay","Sudamérica",2015-02-19,"EAuL11892fWpP1010",44,16,28,24,0.86,21,3,6,2015,2,19,"Jueves","Febrero"
"Uruguay","Sudamérica",2015-05-17,"EAuL11964dHiI39",71,18,53,24,0.45,12,1,9,2015,5,17,"Domingo","Mayo"
"Bolivia","Sudamérica",2015-02-28,"EAuL11833oQwW63",77,24,53,29,0.55,20,2,5,2015,2,28,"Sábado","Febrero"
"Uruguay","Sudamérica",2016-04-27,"EAuL11971xPvV67",72,21,51,26,0.51,23,4,6,2016,4,27,"Miércoles","Abril"
"Paraguay","Sudamérica",2016-06-02,"EAuL12115tLiI12",96,32,64,40,0.62,23,2,6,2016,6,2,"Jueves","Junio"
"Bolivia","Sudamérica",2015-12-01,"EAuL12222tOrR96",60,23,37,28,0.76,24,2,3,2015,12,1,"Martes","Diciembre"
"Ecuador","Sudamérica",2015-12-05,"EAuL12027sCqQ85",70,17,53,23,0.43,27,5,1,2015,12,5,"Sábado","Diciembre"
"Bolivia","Sudamérica",2015-01-19,"EAuL11937fNqQ83",21,5,16,6,0.38,7,3,10,2015,1,19,"Lunes","Enero"
"Uruguay","Sudamérica",2015-01-30,"EAuL12010fTuU103",34,10,24,16,0.67,26,5,10,2015,1,30,"Viernes","Enero"
"Uruguay","Sudamérica",2015-02-06,"EAuL11795qXwW102",66,24,42,31,0.74,4,1,2,2015,2,6,"Viernes","Febrero"
"Venezuela","Sudamérica",2016-10-07,"EAuL11899hBgG13",63,14,49,19,0.39,27,2,9,2016,10,7,"Viernes","Octubre"
"Uruguay","Sudamérica",2016-12-14,"EAuL12057cZgG66",29,9,20,17,0.85,27,3,3,2016,12,14,"Miércoles","Diciembre"
"Paraguay","Sudamérica",2016-01-07,"EAuL11899tXxX39",45,11,34,18,0.53,22,4,10,2016,1,7,"Jueves","Enero"
"Venezuela","Sudamérica",2015-09-11,"EAuL12011iAzZ104",40,5,35,13,0.37,24,4,4,2015,9,11,"Viernes","Septiembre"
"Paraguay","Sudamérica",2015-01-19,"EAuL11953pKtT103",84,27,57,34,0.6,20,5,8,2015,1,19,"Lunes","Enero"
"Uruguay","Sudamérica",2016-06-11,"EAuL11779cAuU23",32,6,26,7,0.27,22,2,8,2016,6,11,"Sábado","Junio"
"Paraguay","Sudamérica",2016-10-22,"EAuL11858nCuU43",80,37,43,42,0.98,9,5,6,2016,10,22,"Sábado","Octubre"
"Paraguay","Sudamérica",2015-10-21,"EAuL11788fEsS39",51,10,41,17,0.41,10,4,10,2015,10,21,"Miércoles","Octubre"
"Uruguay","Sudamérica",2016-02-05,"EAuL11877tZvV53",103,43,60,48,0.8,13,5,6,2016,2,5,"Viernes","Febrero"
"Bolivia","Sudamérica",2015-02-17,"EAuL11764sUgG31",37,8,29,9,0.31,28,4,10,2015,2,17,"Martes","Febrero"
"Paraguay","Sudamérica",2016-02-15,"EAuL11972zHqQ99",27,5,22,6,0.27,12,4,5,2016,2,15,"Lunes","Febrero"
"Venezuela","Sudamérica",2015-10-16,"EAuL11951cEoO29",98,38,60,44,0.73,2,5,6,2015,10,16,"Viernes","Octubre"
"Ecuador","Sudamérica",2015-06-18,"EAuL11833gQqQ58",55,23,32,28,0.88,26,4,9,2015,6,18,"Jueves","Junio"
"Paraguay","Sudamérica",2015-07-16,"EAuL12200qUqQ910",98,34,64,39,0.61,3,3,6,2015,7,16,"Jueves","Julio"
"Bolivia","Sudamérica",2016-03-19,"EAuL11924aCvV75",20,8,12,9,0.75,7,4,10,2016,3,19,"Sábado","Marzo"
"Paraguay","Sudamérica",2015-03-22,"EAuL11856iFvV25",77,29,48,36,0.75,12,4,9,2015,3,22,"Domingo","Marzo"
"Bolivia","Sudamérica",2016-02-17,"EAuL12015xXjJ75",114,38,76,46,0.61,15,5,10,2016,2,17,"Miércoles","Febrero"
"Uruguay","Sudamérica",2015-03-27,"EAuL11924oHrR44",57,17,40,25,0.62,29,3,4,2015,3,27,"Viernes","Marzo"
"Bolivia","Sudamérica",2016-03-26,"EAuL12121pQtT108",85,26,59,33,0.56,9,5,9,2016,3,26,"Sábado","Marzo"
"Uruguay","Sudamérica",2016-12-02,"EAuL11786zMfF82",89,35,54,40,0.74,9,3,1,2016,12,2,"Viernes","Diciembre"
"Paraguay","Sudamérica",2015-04-05,"EAuL11894hPeE106",62,19,43,27,0.63,1,5,7,2015,4,5,"Domingo","Abril"
"Uruguay","Sudamérica",2015-04-10,"EAuL11979oZnN52",109,42,67,49,0.73,18,4,5,2015,4,10,"Viernes","Abril"
"Ecuador","Sudamérica",2015-05-14,"EAuL12201tTaA33",50,13,37,19,0.51,22,3,1,2015,5,14,"Jueves","Mayo"
"Ecuador","Sudamérica",2015-07-19,"EAuL12173nSvV92",48,14,34,21,0.62,30,3,6,2015,7,19,"Domingo","Julio"
"Venezuela","Sudamérica",2016-01-12,"EAuL12021jIyY92",103,37,66,45,0.68,9,3,4,2016,1,12,"Martes","Enero"
"Bolivia","Sudamérica",2015-02-14,"EAuL11980fPoO93",60,25,35,30,0.86,17,4,9,2015,2,14,"Sábado","Febrero"
"Paraguay","Sudamérica",2016-04-22,"EAuL12095jRbB45",100,36,64,43,0.67,16,2,3,2016,4,22,"Viernes","Abril"
"Venezuela","Sudamérica",2016-04-11,"EAuL11897bPrR36",47,10,37,16,0.43,2,4,10,2016,4,11,"Lunes","Abril"
"Ecuador","Sudamérica",2015-03-26,"EAuL12095eTzZ46",96,30,66,38,0.58,11,4,10,2015,3,26,"Jueves","Marzo"
"Paraguay","Sudamérica",2015-01-29,"EAuL11907gHqQ25",37,14,23,21,0.91,19,5,4,2015,1,29,"Jueves","Enero"
"Uruguay","Sudamérica",2016-05-07,"EAuL11969zGfF39",53,17,36,22,0.61,15,3,4,2016,5,7,"Sábado","Mayo"
"Ecuador","Sudamérica",2016-10-28,"EAuL11994hPxX73",48,18,30,24,0.8,21,3,1,2016,10,28,"Viernes","Octubre"
"Bolivia","Sudamérica",2016-05-05,"EAuL12251kAsS109",103,41,62,46,0.74,11,4,7,2016,5,5,"Jueves","Mayo"
"Bolivia","Sudamérica",2015-02-01,"EAuL11839lWnN96",63,15,48,21,0.44,2,5,8,2015,2,1,"Domingo","Febrero"
"Venezuela","Sudamérica",2016-04-14,"EAuL12131sAnN107",76,26,50,31,0.62,20,5,5,2016,4,14,"Jueves","Abril"
"Bolivia","Sudamérica",2015-02-22,"EAuL12138jLrR55",98,39,59,44,0.75,9,5,1,2015,2,22,"Domingo","Febrero"
"Venezuela","Sudamérica",2015-06-12,"EAuL11942xGkK75",88,29,59,34,0.58,19,4,6,2015,6,12,"Viernes","Junio"
"Uruguay","Sudamérica",2016-12-02,"EAuL12096hAqQ1010",65,16,49,24,0.49,5,5,2,2016,12,2,"Viernes","Diciembre"
"Uruguay","Sudamérica",2015-06-24,"EAuL11995wLsS59",50,12,38,18,0.47,21,5,2,2015,6,24,"Miércoles","Junio"
"Paraguay","Sudamérica",2015-05-15,"EAuL11821tYwW48",47,13,34,20,0.59,2,5,7,2015,5,15,"Viernes","Mayo"
"Venezuela","Sudamérica",2015-05-06,"EAuL12032zHeE31",87,35,52,40,0.77,28,2,9,2015,5,6,"Miércoles","Mayo"
"Paraguay","Sudamérica",2015-06-27,"EAuL12159lFfF79",30,6,24,12,0.5,17,5,3,2015,6,27,"Sábado","Junio"
"Venezuela","Sudamérica",2016-05-19,"EAuL11747yNzZ44",32,7,25,8,0.32,17,1,3,2016,5,19,"Jueves","Mayo"
"Uruguay","Sudamérica",2016-01-21,"EAuL11849qMyY41",105,43,62,49,0.79,29,4,10,2016,1,21,"Jueves","Enero"
"Paraguay","Sudamérica",2016-05-20,"EAuL12027xZzZ94",88,38,50,46,0.92,18,3,9,2016,5,20,"Viernes","Mayo"
"Uruguay","Sudamérica",2015-05-01,"EAuL11926tRpP79",52,20,32,25,0.78,23,3,5,2015,5,1,"Viernes","Mayo"
"Bolivia","Sudamérica",2015-07-31,"EAuL11891aXiI1010",26,8,18,13,0.72,13,1,1,2015,7,31,"Viernes","Julio"
"Uruguay","Sudamérica",2015-08-14,"EAuL12178fYpP99",19,3,16,11,0.69,20,1,8,2015,8,14,"Viernes","Agosto"
"Uruguay","Sudamérica",2016-12-20,"EAuL11904vJeE39",103,36,67,44,0.66,27,3,5,2016,12,20,"Martes","Diciembre"
"Ecuador","Sudamérica",2016-09-04,"EAuL12076qCnN24",42,9,33,10,0.3,15,1,7,2016,9,4,"Domingo","Septiembre"
"Uruguay","Sudamérica",2015-09-19,"EAuL12001zWxX79",22,8,14,13,0.93,6,2,8,2015,9,19,"Sábado","Septiembre"
"Venezuela","Sudamérica",2016-11-23,"EAuL11950nXvV56",99,32,67,38,0.57,18,1,8,2016,11,23,"Miércoles","Noviembre"
"Bolivia","Sudamérica",2016-05-27,"EAuL12141qAtT103",77,34,43,42,0.98,24,3,6,2016,5,27,"Viernes","Mayo"
"Bolivia","Sudamérica",2016-02-02,"EAuL12020hPpP98",29,5,24,7,0.29,30,3,2,2016,2,2,"Martes","Febrero"
"Ecuador","Sudamérica",2016-09-19,"EAuL11924sAvV87",35,6,29,8,0.28,13,4,7,2016,9,19,"Lunes","Septiembre"
"Venezuela","Sudamérica",2015-05-14,"EAuL12053nNqQ61",95,38,57,45,0.79,20,2,7,2015,5,14,"Jueves","Mayo"
"Uruguay","Sudamérica",2015-11-21,"EAuL11931yQvV92",83,26,57,34,0.6,23,4,2,2015,11,21,"Sábado","Noviembre"
"Uruguay","Sudamérica",2015-07-30,"EAuL11999dEfF74",113,41,72,46,0.64,2,2,5,2015,7,30,"Jueves","Julio"
"Venezuela","Sudamérica",2015-09-10,"EAuL12007aTgG106",17,5,12,6,0.5,6,4,9,2015,9,10,"Jueves","Septiembre"
"Ecuador","Sudamérica",2016-05-27,"EAuL11909qLuU28",13,3,10,5,0.5,14,4,1,2016,5,27,"Viernes","Mayo"
"Paraguay","Sudamérica",2016-07-23,"EAuL11869hGaA75",102,44,58,50,0.86,2,4,10,2016,7,23,"Sábado","Julio"
"Paraguay","Sudamérica",2015-09-16,"EAuL12062aOdD85",62,22,40,30,0.75,26,3,6,2015,9,16,"Miércoles","Septiembre"
"Venezuela","Sudamérica",2016-07-17,"EAuL11801nXwW12",34,10,24,15,0.62,27,5,10,2016,7,17,"Domingo","Julio"
"Bolivia","Sudamérica",2015-09-22,"EAuL11966uWjJ710",64,18,46,26,0.57,10,3,6,2015,9,22,"Martes","Septiembre"
"Venezuela","Sudamérica",2016-08-26,"EAuL11833vOtT74",39,13,26,19,0.73,29,1,1,2016,8,26,"Viernes","Agosto"
"Venezuela","Sudamérica",2015-12-23,"EAuL12065rNyY54",45,16,29,22,0.76,19,2,5,2015,12,23,"Miércoles","Diciembre"
"Uruguay","Sudamérica",2016-10-08,"EAuL11961wVbB69",45,6,39,11,0.28,2,1,1,2016,10,8,"Sábado","Octubre"
"Uruguay","Sudamérica",2015-12-10,"EAuL11882wKfF73",67,19,48,24,0.5,22,4,7,2015,12,10,"Jueves","Diciembre"
"Ecuador","Sudamérica",2016-01-26,"EAuL12290jTbB94",45,4,41,12,0.29,11,4,7,2016,1,26,"Martes","Enero"
"Bolivia","Sudamérica",2015-12-04,"EAuL12091wGqQ87",44,16,28,22,0.79,2,1,4,2015,12,4,"Viernes","Diciembre"
"Paraguay","Sudamérica",2015-12-05,"EAuL11992bLeE35",94,30,64,37,0.58,11,2,2,2015,12,5,"Sábado","Diciembre"
"Venezuela","Sudamérica",2015-03-07,"EAuL11922lKyY47",42,7,35,8,0.23,25,5,8,2015,3,7,"Sábado","Marzo"
"Uruguay","Sudamérica",2016-09-16,"EAuL12229nInN73",92,35,57,40,0.7,2,1,5,2016,9,16,"Viernes","Septiembre"
"Uruguay","Sudamérica",2016-02-02,"EAuL11737uKpP57",107,35,72,42,0.58,2,1,5,2016,2,2,"Martes","Febrero"
"Venezuela","Sudamérica",2016-10-27,"EAuL12080qKkK102",27,6,21,7,0.33,19,5,3,2016,10,27,"Jueves","Octubre"
"Paraguay","Sudamérica",2015-01-13,"EAuL11962yDuU58",84,31,53,36,0.68,22,3,10,2015,1,13,"Martes","Enero"
"Ecuador","Sudamérica",2015-12-11,"EAuL11892lHpP12",26,7,19,9,0.47,11,2,2,2015,12,11,"Viernes","Diciembre"
"Ecuador","Sudamérica",2016-12-16,"EAuL11871bSeE99",100,33,67,39,0.58,1,4,1,2016,12,16,"Viernes","Diciembre"
"Ecuador","Sudamérica",2015-10-26,"EAuL12053rRyY64",15,6,9,8,0.89,19,5,5,2015,10,26,"Lunes","Octubre"
"Paraguay","Sudamérica",2015-07-03,"EAuL11959mFdD72",31,6,25,13,0.52,20,3,10,2015,7,3,"Viernes","Julio"
"Uruguay","Sudamérica",2016-07-25,"EAuL12046sJeE67",97,35,62,40,0.65,13,1,4,2016,7,25,"Lunes","Julio"
"Bolivia","Sudamérica",2015-11-26,"EAuL12052wTsS24",94,41,53,47,0.89,1,4,6,2015,11,26,"Jueves","Noviembre"
"Uruguay","Sudamérica",2015-02-15,"EAuL11778lDdD92",109,41,68,49,0.72,29,3,10,2015,2,15,"Domingo","Febrero"
"Paraguay","Sudamérica",2016-02-24,"EAuL12107mAkK12",90,29,61,37,0.61,8,2,5,2016,2,24,"Miércoles","Febrero"
"Venezuela","Sudamérica",2015-02-14,"EAuL12157uVtT109",56,19,37,26,0.7,4,1,4,2015,2,14,"Sábado","Febrero"
"Paraguay","Sudamérica",2015-06-20,"EAuL11952aMgG31",66,18,48,26,0.54,18,3,4,2015,6,20,"Sábado","Junio"
"Ecuador","Sudamérica",2015-12-26,"EAuL12035cWfF99",97,30,67,38,0.57,12,1,6,2015,12,26,"Sábado","Diciembre"
"Paraguay","Sudamérica",2015-01-10,"EAuL11967yVgG110",36,11,25,16,0.64,19,1,4,2015,1,10,"Sábado","Enero"
"Uruguay","Sudamérica",2016-05-19,"EAuL11996kOwW62",61,17,44,24,0.55,18,2,7,2016,5,19,"Jueves","Mayo"
"Paraguay","Sudamérica",2016-03-11,"EAuL11991qDjJ64",82,27,55,33,0.6,23,1,3,2016,3,11,"Viernes","Marzo"
"Bolivia","Sudamérica",2015-10-15,"EAuL11912gJkK19",26,3,23,5,0.22,18,5,9,2015,10,15,"Jueves","Octubre"
"Uruguay","Sudamérica",2016-03-02,"EAuL11863kWpP35",49,12,37,17,0.46,29,4,4,2016,3,2,"Miércoles","Marzo"
